,Unnamed: 0,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_q,lift_q,support_lift_q
75,75,frozenset({3631365}),frozenset({3998011}),0.011026605219259805,0.01272300602222285,0.0014136673358025392,0.12820512820512822,10.07663817663818,0.0012733757711932225,1.1324647872098033,2,4,24
76,76,frozenset({4628597}),frozenset({3690654}),0.06717747179733666,0.008227543894370776,0.0013853939890864882,0.020622895622895626,2.50656768139586,0.0008326883911610459,1.01265636257283,2,2,22
77,77,frozenset({3690654}),frozenset({4628597}),0.008227543894370776,0.06717747179733666,0.0013853939890864882,0.1683848797250859,2.50656768139586,0.0008326883911610459,1.1216998169709709,2,2,22
78,78,frozenset({3854099}),frozenset({4628597}),0.009330204416296756,0.06717747179733666,0.0012157539087901835,0.1303030303030303,1.9396834506682992,0.0005889743647510223,1.0725833947974874,1,2,12
79,79,frozenset({4628597}),frozenset({3854099}),0.06717747179733666,0.009330204416296756,0.0012157539087901835,0.01809764309764309,1.9396834506682987,0.0005889743647510223,1.0089290331362533,1,2,12
80,80,frozenset({3864099}),frozenset({4628597}),0.01128106533970426,0.06717747179733666,0.0013288472956543866,0.11779448621553885,1.753481979359172,0.0005710138469524915,1.0573755362297237,2,1,21
81,81,frozenset({4628597}),frozenset({3864099}),0.06717747179733666,0.01128106533970426,0.0013288472956543866,0.019781144781144774,1.753481979359172,0.0005710138469524915,1.0086716138913108,2,1,21
82,82,frozenset({3868338}),frozenset({4628597}),0.011337612033136362,0.06717747179733666,0.0012440272555062342,0.10972568578553617,1.6333702780086818,0.00048239514290107156,1.047792251566577,1,1,11
83,83,frozenset({4628597}),frozenset({3868338}),0.06717747179733666,0.011337612033136362,0.0012440272555062342,0.018518518518518514,1.6333702780086816,0.00048239514290107156,1.0073163952869932,1,1,11
84,84,frozenset({3968011}),frozenset({3898011}),0.008510277361531284,0.01128106533970426,0.0013853939890864882,0.16279069767441862,14.430436556507546,0.0012893889941120481,1.18096983862202,2,4,24
85,85,frozenset({3898011}),frozenset({3968011}),0.01128106533970426,0.008510277361531284,0.0013853939890864882,0.12280701754385966,14.430436556507551,0.0012893889941120481,1.1302982838078544,2,4,24
86,86,frozenset({3978011}),frozenset({3898011}),0.03189233509570528,0.01128106533970426,0.004693375554864429,0.14716312056737588,13.045143888089015,0.004333596038814035,1.1593294784790162,4,4,44
87,87,frozenset({3898011}),frozenset({3978011}),0.01128106533970426,0.03189233509570528,0.004693375554864429,0.41604010025062654,13.045143888089015,0.004333596038814035,1.6578324390421182,4,4,44
88,88,frozenset({3998011}),frozenset({3908011}),0.01272300602222285,0.006078769543950918,0.002431507817580367,0.19111111111111112,31.43911111111111,0.0023541675960649746,1.2287487739154452,4,4,44
89,89,frozenset({3908011}),frozenset({3998011}),0.006078769543950918,0.01272300602222285,0.002431507817580367,0.4,31.43911111111111,0.0023541675960649746,1.6454616566296285,4,4,44
90,90,frozenset({3978011}),frozenset({4108011}),0.03189233509570528,0.03553959682207583,0.003336254912493992,0.1046099290780142,2.9434754029914747,0.0022028141814780873,1.0771399354303943,4,2,42
91,91,frozenset({4108011}),frozenset({3978011}),0.03553959682207583,0.03189233509570528,0.003336254912493992,0.09387430389817024,2.9434754029914747,0.0022028141814780873,1.068403279003247,4,2,42
92,92,frozenset({3978011}),frozenset({4628597}),0.03189233509570528,0.06717747179733666,0.0035624416862223983,0.11170212765957448,1.6627914786159466,0.001419995244779447,1.0501235646832376,4,1,41
93,93,frozenset({4628597}),frozenset({3978011}),0.06717747179733666,0.03189233509570528,0.0035624416862223983,0.05303030303030303,1.6627914786159466,0.001419995244779447,1.022321694138935,4,1,41
94,94,frozenset({3978011}),frozenset({5528349}),0.03189233509570528,0.032288161949729985,0.0015550340693827928,0.04875886524822695,1.5101158537342725,0.0005252891888576031,1.017314961156295,2,1,21
95,95,frozenset({5528349}),frozenset({3978011}),0.032288161949729985,0.03189233509570528,0.0015550340693827928,0.04816112084063047,1.5101158537342725,0.0005252891888576031,1.0170919533769132,2,1,21
96,96,frozenset({6318344}),frozenset({3978011}),0.014928327066074809,0.03189233509570528,0.0026859679380248237,0.17992424242424246,5.6416139453041065,0.0022098687288152788,1.1805100394214032,4,3,43
97,97,frozenset({3978011}),frozenset({6318344}),0.03189233509570528,0.014928327066074809,0.0026859679380248237,0.08421985815602838,5.6416139453041065,0.0022098687288152788,1.0756639371437249,4,3,43
98,98,frozenset({3998011}),frozenset({4628597}),0.01272300602222285,0.06717747179733666,0.0018094941898272497,0.14222222222222222,2.117111859334081,0.00095479481159203,1.087487403345074,3,2,32
99,99,frozenset({4628597}),frozenset({3998011}),0.06717747179733666,0.01272300602222285,0.0018094941898272497,0.02693602693602693,2.1171118593340816,0.00095479481159203,1.0146064609390997,3,2,32
100,100,frozenset({4108011}),frozenset({4628597}),0.03553959682207583,0.06717747179733666,0.007068336679012696,0.19888623707239456,2.9606091409989577,0.00468087641580898,1.1644070684714476,4,3,43
101,101,frozenset({4628597}),frozenset({4108011}),0.06717747179733666,0.03553959682207583,0.007068336679012696,0.1052188552188552,2.9606091409989577,0.00468087641580898,1.0778729623474823,4,3,43
102,102,frozenset({4108011}),frozenset({5528349}),0.03553959682207583,0.032288161949729985,0.0013853939890864882,0.03898170246618934,1.2073063349620408,0.00023788573126719452,1.0069650500241636,2,1,21
103,103,frozenset({5528349}),frozenset({4108011}),0.032288161949729985,0.03553959682207583,0.0013853939890864882,0.042907180385288964,1.2073063349620408,0.00023788573126719452,1.0076978777943175,2,1,21
104,104,frozenset({6318344}),frozenset({4108011}),0.014928327066074809,0.03553959682207583,0.0016964008029630468,0.11363636363636365,3.197457872278875,0.001165854077806666,1.0881091728161196,3,3,33
105,105,frozenset({4108011}),frozenset({6318344}),0.03553959682207583,0.014928327066074809,0.0016964008029630468,0.0477326968973747,3.197457872278875,0.001165854077806666,1.034448699146152,3,3,33
106,106,frozenset({9277426}),frozenset({4108011}),0.019904436088099747,0.03553959682207583,0.0012723006022222851,0.06392045454545456,1.7985700531568674,0.0005649049686804439,1.0303188525603315,1,1,11
107,107,frozenset({4108011}),frozenset({9277426}),0.03553959682207583,0.019904436088099747,0.0012723006022222851,0.035799522673031034,1.7985700531568671,0.0005649049686804439,1.0164852506908073,1,1,11
108,108,frozenset({4112626}),frozenset({4628597}),0.006615963131555882,0.06717747179733666,0.0013571206423704373,0.20512820512820512,3.0535267201933864,0.0009126769656881226,1.173550922577544,2,3,23
109,109,frozenset({4628597}),frozenset({4112626}),0.06717747179733666,0.006615963131555882,0.0013571206423704373,0.0202020202020202,3.0535267201933864,0.0009126769656881226,1.013866181958515,2,3,23
110,110,frozenset({4138348}),frozenset({4628597}),0.008934377562272047,0.06717747179733666,0.0014419406825185895,0.1613924050632911,2.4024781038230403,0.0008417517858023018,1.1123468638190248,2,2,22
111,111,frozenset({4628597}),frozenset({4138348}),0.06717747179733666,0.008934377562272047,0.0014419406825185895,0.02146464646464646,2.4024781038230403,0.0008417517858023018,1.0128051264137814,2,2,22
112,112,frozenset({4208011}),frozenset({4628597}),0.01885832225960587,0.06717747179733666,0.0019225875766914532,0.10194902548725636,1.5176073579371931,0.0006557331649516937,1.0387189086997937,3,1,31
113,113,frozenset({4628597}),frozenset({4208011}),0.06717747179733666,0.01885832225960587,0.0019225875766914532,0.028619528619528618,1.5176073579371931,0.0006557331649516937,1.0100487982284128,3,1,31
114,114,frozenset({4976322}),frozenset({4628597}),0.010743871752099295,0.06717747179733666,0.0012157539087901835,0.1131578947368421,1.6844619440014177,0.0004940077671693312,1.0518473611780774,1,1,11
115,115,frozenset({4628597}),frozenset({4976322}),0.06717747179733666,0.010743871752099295,0.0012157539087901835,0.01809764309764309,1.6844619440014177,0.0004940077671693312,1.0074893102087492,1,1,11
116,116,frozenset({5108107}),frozenset({4628597}),0.011987899007605529,0.06717747179733666,0.0012157539087901835,0.10141509433962263,1.5096592894352323,0.0004104371612974429,1.0381017111756672,1,1,11
117,117,frozenset({4628597}),frozenset({5108107}),0.06717747179733666,0.011987899007605529,0.0012157539087901835,0.01809764309764309,1.5096592894352323,0.0004104371612974429,1.0062223540325457,1,1,11
118,118,frozenset({6318344}),frozenset({4628597}),0.014928327066074809,0.06717747179733666,0.002063954310271707,0.13825757575757575,2.0580943589939804,0.001061107039809049,1.0824841645956182,3,2,32
119,119,frozenset({4628597}),frozenset({6318344}),0.06717747179733666,0.014928327066074809,0.002063954310271707,0.030723905723905726,2.0580943589939804,0.001061107039809049,1.0162962635219306,3,2,32
120,120,frozenset({4628597}),frozenset({7808101}),0.06717747179733666,0.010489411631654837,0.0015833074160988435,0.02356902356902357,2.2469347563687188,0.0008786552620426957,1.0133953267082707,2,2,22
121,121,frozenset({7808101}),frozenset({4628597}),0.010489411631654837,0.06717747179733666,0.0015833074160988435,0.15094339622641512,2.2469347563687188,0.0008786552620426957,1.0986576443275813,2,2,22
122,122,frozenset({4628597}),frozenset({8942943}),0.06717747179733666,0.006276682970963273,0.0013005739489383359,0.01936026936026936,3.0844746261412928,0.0008789222556756272,1.013341888953215,1,3,13
123,123,frozenset({8942943}),frozenset({4628597}),0.006276682970963273,0.06717747179733666,0.0013005739489383359,0.2072072072072072,3.0844746261412923,0.0008789222556756272,1.1766284162556322,1,3,13
124,124,frozenset({9277426}),frozenset({4628597}),0.019904436088099747,0.06717747179733666,0.0021205010037038084,0.10653409090909093,1.5858603793617998,0.0007833713097535977,1.0440493797371622,3,1,31
125,125,frozenset({4628597}),frozenset({9277426}),0.06717747179733666,0.019904436088099747,0.0021205010037038084,0.03156565656565656,1.5858603793617996,0.0007833713097535977,1.0120413124096803,3,1,31
126,126,frozenset({8718362}),frozenset({5528349}),0.015041420452939012,0.032288161949729985,0.0012723006022222851,0.08458646616541354,2.6197361837167352,0.0007866407826838093,1.0571307963916707,1,2,12
127,127,frozenset({5528349}),frozenset({8718362}),0.032288161949729985,0.015041420452939012,0.0012723006022222851,0.039404553415061286,2.619736183716735,0.0007866407826838093,1.0253625322176332,1,2,12
128,128,frozenset({8798636}),frozenset({5528349}),0.011987899007605529,0.032288161949729985,0.0033928016059260936,0.2830188679245283,8.765406602121402,0.0030057343813315192,1.3497033530701137,4,3,43
129,129,frozenset({5528349}),frozenset({8798636}),0.032288161949729985,0.011987899007605529,0.0033928016059260936,0.10507880910683012,8.765406602121402,0.0030057343813315192,1.1040213496412081,4,3,43
130,130,frozenset({6032521}),frozenset({6062521}),0.0018943142299754022,0.002205321043851961,0.0014136673358025392,0.7462686567164178,338.39456563337154,0.0014094897647675061,3.932484911180112,2,4,24
131,131,frozenset({6062521}),frozenset({6032521}),0.002205321043851961,0.0018943142299754022,0.0014136673358025392,0.641025641025641,338.39456563337154,0.0014094897647675061,2.7804372675022107,2,4,24
132,132,frozenset({6032521}),frozenset({6072521}),0.0018943142299754022,0.002035680963555656,0.0012723006022222851,0.6716417910447762,329.93470149253733,0.0012684443828053314,3.03925497161099,1,4,14
133,133,frozenset({6072521}),frozenset({6032521}),0.002035680963555656,0.0018943142299754022,0.0012723006022222851,0.625,329.93470149253733,0.0012684443828053314,2.661615162053399,1,4,14
134,134,frozenset({6062521}),frozenset({6072521}),0.002205321043851961,0.002035680963555656,0.0016398541095309453,0.7435897435897435,365.27813390313383,0.0016353647794634472,3.892060844242132,3,4,34
135,135,frozenset({6072521}),frozenset({6062521}),0.002035680963555656,0.002205321043851961,0.0016398541095309453,0.8055555555555556,365.27813390313383,0.0016353647794634472,5.1315154917744765,3,4,34
136,136,frozenset({6656135}),frozenset({7596135}),0.006220136277531171,0.002629421244592723,0.0012440272555062342,0.2,76.06236559139785,0.0012276718970338318,1.246713223444259,1,4,14
137,137,frozenset({7596135}),frozenset({6656135}),0.002629421244592723,0.006220136277531171,0.0012440272555062342,0.4731182795698924,76.06236559139785,0.0012276718970338318,1.8861536189018284,1,4,14
138,138,"frozenset({2726578, 3998011})",frozenset({3908011}),0.003081794792049535,0.006078769543950918,0.0018943142299754022,0.6146788990825688,101.11896735651804,0.001875580709652785,2.5794622409454604,3,4,34
139,139,"frozenset({2726578, 3908011})",frozenset({3998011}),0.002657694591308773,0.01272300602222285,0.0018943142299754022,0.7127659574468086,56.021820330969284,0.001860500365684952,3.4371865716263366,3,4,34
140,140,"frozenset({3998011, 3908011})",frozenset({2726578}),0.002431507817580367,0.014843507025926659,0.0018943142299754022,0.7790697674418605,52.4855592469546,0.0018582221266015522,4.45912938925107,3,4,34
141,141,frozenset({2726578}),"frozenset({3998011, 3908011})",0.014843507025926659,0.002431507817580367,0.0018943142299754022,0.12761904761904766,52.4855592469546,0.0018582221266015522,1.143501000864127,3,4,34
142,142,frozenset({3998011}),"frozenset({2726578, 3908011})",0.01272300602222285,0.002657694591308773,0.0018943142299754022,0.1488888888888889,56.021820330969284,0.001860500365684952,1.1718121081825352,3,4,34
143,143,frozenset({3908011}),"frozenset({2726578, 3998011})",0.006078769543950918,0.003081794792049535,0.0018943142299754022,0.3116279069767442,101.11896735651804,0.001875580709652785,1.448225771079117,3,4,34
144,144,"frozenset({3524026, 3978011})",frozenset({3898011}),0.005654669343210157,0.01128106533970426,0.002855608018321129,0.505,44.76527568922306,0.0027918173239859525,1.997411989212719,4,4,44
145,145,"frozenset({3524026, 3898011})",frozenset({3978011}),0.003477621646074246,0.03189233509570528,0.002855608018321129,0.8211382113821138,25.747196275154238,0.0027446985434484506,5.412601944692193,4,4,44
146,146,"frozenset({3978011, 3898011})",frozenset({3524026}),0.004693375554864429,0.03491758319432271,0.002855608018321129,0.608433734939759,17.424852446222133,0.0026917266869219496,2.46467201830373,4,4,44
147,147,frozenset({3524026}),"frozenset({3978011, 3898011})",0.03491758319432271,0.004693375554864429,0.002855608018321129,0.08178137651821862,17.424852446222133,0.0026917266869219496,1.083953863483018,4,4,44
148,148,frozenset({3978011}),"frozenset({3524026, 3898011})",0.03189233509570528,0.003477621646074246,0.002855608018321129,0.08953900709219859,25.747196275154238,0.0027446985434484506,1.0945250660011958,4,4,44
149,149,frozenset({3898011}),"frozenset({3524026, 3978011})",0.01128106533970426,0.005654669343210157,0.002855608018321129,0.2531328320802005,44.76527568922305,0.0027918173239859525,1.3313549897048964,4,4,44
